y_plus,k,ω,λ
806.0,0.982,2.805714285714286,0.00298
812.0,0.969,2.7685714285714287,0.0029
818.0,0.957,2.7342857142857144,0.00283
824.0,0.944,2.697142857142857,0.00275
830.0,0.932,2.6628571428571433,0.00267
836.0,0.921,2.6314285714285717,0.00258
842.0,0.909,2.5971428571428574,0.0025
849.0,0.898,2.565714285714286,0.00241
855.0,0.887,2.5342857142857147,0.00232
861.0,0.877,2.505714285714286,0.00223
867.0,0.867,2.4771428571428573,0.00214
873.0,0.857,2.448571428571429,0.00205
879.0,0.848,2.422857142857143,0.00195
886.0,0.839,2.3971428571428572,0.00186
892.0,0.831,2.374285714285714,0.00177
898.0,0.823,2.3514285714285714,0.00167
904.0,0.815,2.3285714285714287,0.00158
910.0,0.808,2.3085714285714287,0.00148
917.0,0.802,2.291428571428572,0.00139
923.0,0.795,2.271428571428572,0.00129
929.0,0.79,2.2571428571428576,0.00119
935.0,0.785,2.242857142857143,0.00109
941.0,0.78,2.2285714285714286,0.000995
948.0,0.776,2.2171428571428575,0.000895
954.0,0.772,2.205714285714286,0.000794
960.0,0.768,2.1942857142857144,0.00069
966.0,0.766,2.1885714285714286,0.000586
973.0,0.763,2.18,0.000481
979.0,0.761,2.1742857142857144,0.000375
985.0,0.76,2.1714285714285717,0.000268
991.0,0.759,2.1685714285714286,0.000161
997.0,0.759,2.1685714285714286,5.38e-5
